1	Bhanupriya_Dwija	SRGYXS	SXYGRS
1	Bhoga Chintamani_Dwija	SRXYXDNS	SDXYGRGRS
1	Dhoka_Dwija	SGXDNS	SNDXGS
1	Dhowlika_Dwija	SRGYXNDS	SNDYGRS
1	Gaganambari_Dwija	SGRGYXDNDS	SNDXYGRS
1	Gowthami_Dwija	SRGXDNS	SNDXGRS
1	Kanakambari_Dwija	SRGYXDS	SNDXYGRS
1	Kamalini_Dwija	SRGYXNS	SNXYGRS
1	Khatgapriya_Dwija	SGRGYXDXNS	SDXDYGRS
1	Kantarakapani_Dwija	SGYXNS	SNXYGS
1	Kolangasha_Dwija	SRGYXDS	SRYXDS
1	Latantapriya_Dwija	SRYXDS	SDXYRS
1	Malayamarutham_Dwija	SRGXDNS	SNDXGRS
1	Manya_Dwija	SGYXDNS	SNDXYGS
1	Mega_Dwija	SRYXNDXS	SNDXYRS
1	Mukthambari_Dwija	SRGYXNS	SNDYGRS
1	Mohanamallaru_Dwija	SRGYDNDS	SDNDXYGRS
1	Ourya Sripriya_Dwija	SRXDNS	SNDXRS
1	Ratnapurna_Dwija	SRGYXDNS	SNDYGRYGS
1	Ranganayaki_Dwija	SRGXDS	SDPGRS
1	Rasagucha_Dwija	SRGXNS	SNXGRS
1	Rishabavilas_Dwija	SRYXDS	SDXYRYRS
1	Saravasri_Dwija	SYXS	SXYS
1	Tapollasini_Dwija	SYRGYXDNS	SDXGRS
1	T atillatika_Dwija	SRYXDS	SDXYRS
1	Tripureeswari_Dwija	SRGYDNS	SNDXYDYGRS
1	Vagheeswari_Dwija	SRGYXDS	SDXYXGRS
1	Vamalochana_Dwija	SRYXNS	SNXYRS
1	Vattambari_Dwija	SRGYXNS	SNDYGRS
37	Bowli Vasantham_Dwija	SGRGXDYNDS	SNDYXGXS
37	Enanka Manohari_Dwija	SRGXYNS	SNYXGRS
37	Godhari_Dwija	SGXYDNS	SNDYXGRS
37	Guna Bhushani_Dwija	SRGXYS	SYXGRS
37	Haradharini_Dwija	SGXYDS	SDYXRS
37	Hasthini_Dwija	SRXYDS	SDYXRS
37	Kamala Vasantham_Dwija	SRGRSXYDNS	SNDYXGRS
37	Kantha Manjari_Dwija	SRSXYDNS	SRGXDNS
37	Karuna Priya_Dwija	SRGXNDYNS	RGRXGRS
37	Kusuma Ranjani_Dwija	SRXYDNS	SNDNYXGRS
37	Lalitha Maruva_Dwija	SRGXYDNS	SNDXGRS
37	Mohana Varali_Dwija	SRGXYNDNS	SNYDXGRS
37	Nadha Bramari_Dwija	SGRGXYDN	DYXGRSNS
37	Naga Gupti_Dwija	SXGRGYDNS	SDNDYXGRS
37	Salakam_Dwija	SRGXYDNDS	SNDYXGRS
37	Salaga Bhairavi_Dwija	SRXYDS	SNDYXGRS
37	Samalapini_Dwija	SGXYNS	SNYXGS
37	Sasa_Dwija	SRGXYDNDS	SNDYXGRS
37	Saveri_Dwija	SRXYDS	SNDYXGRS
37	Saudhari_Dwija	SRGRXGX	SNDYXGRS
37	Saugandhini_Dwija	SRXYDS	SNDYXGRS
37	Sindhu_Dwija	SRGRXYS	SNDYNDXGRS
37	Sindhu Gantana_Dwija	SGRGXYDS	SDXGRS
37	Sindhu Ramakriya_Dwija	SGXYDNS	SNYDXGS
37	Simhala_Dwija	SRGXYDNS	SNDNYXGRS
37	Simharava_Dwija	SRXYNS	SNYXRGRS
37	Soma Prabhavali_Dwija	SRGXYDS	SDYXGRS
37	Suddha Bhogi_Dwija	SRGXYNDS	SDNYXGRS
37	Suddha Mohini_Dwija	SRGXYXDNS	SDYXGRGS
37	Yakshapriya_Dwija	SRXYNS	SNYXRS
2	Anandanatani_Dwija	SRGYXNS	SNXYGRS
2	Bairagi Bairav_Dwija	SRYXNS	SNXYRS
2	Bhoopala Chintamani_Dwija	SRGYXDNS	SDNDXYRS
2	Ghanta_Dwija	SRGYXDNXN	SNDXYGRSN
2	Ghantaravan_Dwija	SRSGYXNS	SNDXYGRS
2	Gowrigandhari_Dwija	SYRGYXDNDS	SNDXYGRS
2	Jayasindhu_Dwija	SRGYXS	SXNDYGRS
2	Jeevaranjani_Dwija	SRGYXDNS	SDXYGRS
2	Kamini_Dwija	SRGXDNS	SNDXGRS
2	Kanavahini_Dwija	SRGYDNS	SNDXYGS
2	Madhukari_Dwija	SYGYXDN	XYGRSN
2	Maraladhvani_Dwija	SGYXDNS	SNDXYGS
2	Nadaswarupi_Dwija	SRYXDNS	SDNDXY
2	Niharadri_Dwija	SGXDNS	SNDXGS
2	Panchalika_Dwija	SGYXNS	SNXYGS
2	Penadhyuthi_Dwija	SRYXDNS	SNDXYGRS
2	Pushpavasantham_Dwija	SGYXDNS	SNDYGRS
2	Rasavali_Dwija	SRYXDNS	SDXYGRS
2	Rathnavari_Dwija	SRYXNDS	SNXYRGRS
2	Revathi_Dwija	SRYXNS	SNXYRS
2	Rishabhangi_Dwija	SRYXDNS	SNDXYGRS
2	Sarvakala Manjari_Dwija	SRGXDNS	SNDYGRS
2	Srimani_Dwija	SRGXDS	SNDXGRS
2	Srimati_Dwija	SRGXDS	SNDXYGRS
2	Suddha Nepala_Dwija	SRGYXDS	SNDYGRGS
2	Vasantha Bhoopalam_Dwija	SRGXDNS	SNDXYDYGRS
2	Visaradha_Dwija	SRYXNS	SNXYRS
38	Arunambari_Dwija	SRGXYDNS	SDNYDXGRS
38	Bhoga Rasali_Dwija	SRGXDYNS	SNDNYXGRS
38	Chandra Swarupi_Dwija	SRGXYNS	SNDYXDXGRS
38	Devamukhi_Dwija	SRGYDS	SDYXGRS
38	HamsaBhogi_Dwija	SRGXDNS	SNDYXGRS
38	Jeevaratna Bhushani_Dwija	SRGXYDNDS	SNDYXGRS
38	Kamalasana_Dwija	SRGXYNDS	SNYDYXGRS
38	Kanthi_Dwija	SRGXYNS	SNYXGRS
38	Kumudabaranam_Dwija	SRGXYNDS	SDNYXGRS
38	Kusumavali_Dwija	NSRGXYDN	DYXGRSN
38	Maragadha Bhushani_Dwija	SGXYDNS	SNDYXGS
38	Maruva Chandrika_Dwija	SNSRGXYDN	NDYXGRGS
38	Mukunda Baranam_Dwija	SRGXYDNDS	SDNYXGRS
38	Nirudragiri_Dwija	SRXYDNS	SNDYXGRS
38	Prasthapana_Dwija	SRGRXYDNS	SDYXGRS
38	Ravi Prabhavali_Dwija	SRGXDS	SDYXGRGS
38	Simhanadam_Dwija	SRXYNS	SNYXRS
38	Sindhu Desya_Dwija	SRSGXYNS	SNDYXGRS
38	Swethavarna_Dwija	SRXGRYDNS	SNDYXGRS
